id,Faixa Etária,Gênero,Cor,Área de Residência,Tipo de Escola no Ensino Médio,Trabalha,Renda Individual,Escolaridade dos Cuidadores,Renda Familiar Total,Área Conhecimento,Período,responsaveis_custear_estudos,Bolsa ProUni,Foi bom aluno no E.M,Incentivo para Universidade,Influência externa na decisão,Contato com graduados,Capital cultural,Satisfação com a escolha do curso,Satisfação com o desempenho,Percepção de satisfação dos professores,Participação em atividades extracurriculares,Relações positivas na universidade,Organização do tempo,Outras responsabilidades não interferem nos estudos,Ambiente adequado em casa,Teve expansão cultural,Tem suporte dos amigos,Percebe suporte da Universidade,Mal-estar na Universidade,Prejuízos por desafios extraacadêmicos,Frequentemente deseja trancar o curso,Expectativas alcançadas,Faixa Etária_numerico,Gênero_numerico,Cor_numerico,Área de Residência_numerico,Tipo de Escola no Ensino Médio_numerico,Trabalha_numerico,Renda Individual_numerico,Escolaridade dos Cuidadores_numerico,Renda Familiar Total_numerico,Área Conhecimento_numerico,Período_numerico,responsaveis_custear_estudos_numerico,Bolsa ProUni_numerico,Foi bom aluno no E.M_numerico,Incentivo para Universidade_numerico,Influência externa na decisão_numerico,Contato com graduados_numerico,Capital cultural_numerico,Satisfação com a escolha do curso_numerico,Satisfação com o desempenho_numerico,Percepção de satisfação dos professores_numerico,Participação em atividades extracurriculares_numerico,Relações positivas na universidade_numerico,Organização do tempo_numerico,Outras responsabilidades não interferem nos estudos_numerico,Ambiente adequado em casa_numerico,Teve expansão cultural_numerico,Tem suporte dos amigos_numerico,Percebe suporte da Universidade_numerico,Mal-estar na Universidade_numerico,Prejuízos por desafios extraacadêmicos_numerico,Frequentemente deseja trancar o curso_numerico,Expectativas alcançadas_numerico
339,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Exatas e da Terra,7° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,4,5,2,1,1,2,7,7,6,3,5,1,3,3,3,1,3,3,1,2,3,3,1,1,1,2,3,1,3,3,2,1
340,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Graduação incompleta.,De 3 a 4 salários mínimos,Ciências Exatas e da Terra,7° Período,"Meus estudos são custeados parcialmente por mim., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,3,2,5,1,7,4,6,6,3,16,2,3,3,2,3,3,3,2,3,1,3,2,1,1,2,3,2,3,3,2,2
341,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,De 3 a 4 salários mínimos,Ciências Exatas e da Terra,5° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,4,5,2,5,1,2,7,6,6,5,36,2,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,1,1,2
342,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,De 3 a 4 salários mínimos,Ciências Exatas e da Terra,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,4,3,5,3,5,1,2,7,6,6,5,25,2,3,2,1,2,3,3,2,2,3,3,3,1,3,2,3,2,3,1,2,2
343,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Menos que 1 salário mínimo,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências Exatas e da Terra,4° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,3,2,1,4,2,9,8,6,6,5,1,3,1,3,3,2,3,2,2,1,3,1,2,3,3,3,3,2,3,2,2
344,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona rural.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Até 3 salários mínimos,Ciências Exatas e da Terra,4° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,4,5,4,1,4,1,7,7,6,6,5,1,3,3,3,2,1,2,1,1,3,3,1,1,2,3,3,2,3,3,3,2
345,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,4,5,2,4,4,1,3,9,1,9,25,2,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,2,3,2,1,3
346,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Graduação completa.,De 7 a 11 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,4,4,5,3,4,2,7,5,3,1,9,36,2,3,3,3,2,3,2,2,3,1,3,1,1,3,3,3,3,2,3,1,3
347,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,4,5,2,4,3,8,3,9,1,5,25,2,2,3,2,1,1,3,3,1,1,3,1,1,3,2,3,2,3,3,2,1
348,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,4,4,3,3,5,2,2,3,5,1,9,36,2,3,3,3,1,3,3,1,1,1,3,1,1,3,3,3,1,3,3,1,1
349,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Ensino Médio completo.,De 3 a 4 salários mínimos,Ciências Exatas e da Terra,2° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,3,2,1,2,2,7,6,6,8,5,1,3,2,1,1,2,3,2,2,3,3,2,1,3,3,3,3,3,2,1,2
350,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,De 4 a 6 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Concordo,Discordo,4,4,5,3,4,4,1,3,5,1,9,25,2,3,3,2,3,3,1,1,1,3,3,1,1,2,2,2,3,3,1,3,1
351,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Engenharias e Tecnologias,5° Período,"Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,4,4,5,3,5,1,2,3,5,1,5,32,1,3,3,3,3,3,2,2,2,1,3,3,1,3,1,1,3,1,1,1,2
352,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,4,5,3,4,1,8,5,9,1,9,25,2,3,3,3,3,3,3,3,2,3,3,2,1,3,2,3,3,3,2,1,3
353,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Fundamental Incompleto,Até 3 salários mínimos,"Comunicação, Letras e Artes",7° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Discordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,4,3,3,2,1,2,8,9,7,2,3,5,1,1,1,2,1,3,3,2,2,1,1,1,1,3,3,3,1,3,3,3,1
354,entre 18 e 29 anos.,Homem cisgênero.,Indígena.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,4,4,3,4,4,2,5,9,1,9,25,2,3,3,3,3,3,2,3,3,1,3,2,2,3,1,1,2,3,3,2,1
355,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Acima de 11 salários mínimos,Ensino Médio incompleto.,Acima de 11 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,4,4,3,2,1,1,9,6,9,1,5,36,2,3,3,3,3,2,3,3,2,1,3,3,2,3,3,3,2,3,2,2,3
356,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, eventualmente.",Menos que 1 salário mínimo,Pós-graduação completa,De 6 a 7 salários mínimos,Engenharias e Tecnologias,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,4,4,3,2,1,3,2,3,4,1,9,5,1,3,3,2,3,1,3,1,2,1,3,2,1,1,3,3,2,3,3,3,1
357,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, eventualmente.",Sem renda ou preferiu não informar,Graduação completa.,Não sabe ou preferiu não informar,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,4,5,3,1,3,1,5,1,1,5,25,2,2,3,3,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,1,2
358,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Graduação completa.,De 6 a 7 salários mínimos,Engenharias e Tecnologias,2° Período,"Meus estudos são custeados integralmente por mim., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,4,4,5,2,1,1,7,5,4,1,8,28,2,1,3,3,3,3,3,1,1,1,2,3,1,1,3,1,1,3,3,1,3
359,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Sem renda ou preferiu não informar,Graduação completa.,Não sabe ou preferiu não informar,Engenharias e Tecnologias,5° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,5,3,4,3,1,5,1,1,5,36,2,3,3,3,2,2,3,2,2,1,3,2,2,3,1,2,2,2,2,1,2
360,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Área de vulnerabilidade social,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio incompleto.,Até 1 salário mínimo e meio,Engenharias e Tecnologias,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,5,1,1,2,8,6,8,1,9,5,1,3,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,3,3,2,2
361,entre 18 e 29 anos.,Prefiro não dizer.,Prefiro não dizer.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,4,1,2,3,4,4,1,3,9,1,5,25,2,3,3,2,3,2,3,2,2,3,3,1,1,2,3,2,3,3,3,1,3
362,entre 18 e 29 anos.,Prefiro não dizer.,Prefiro não dizer.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,4,1,2,3,4,1,7,3,9,1,5,25,2,2,3,3,3,3,3,3,3,3,3,1,1,3,1,3,2,3,1,1,3
363,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,4,3,5,3,5,1,2,5,9,1,5,25,2,1,1,3,3,3,1,1,2,3,2,1,1,1,1,1,1,3,2,3,1
364,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 4 a 6 salários mínimos,Engenharias e Tecnologias,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,4,4,3,2,4,4,1,5,5,1,5,25,2,3,3,2,3,3,3,2,3,1,2,2,1,3,2,2,2,2,3,1,2
365,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,De 3 a 4 salários mínimos,Ciências Humanas,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,4,4,3,2,1,4,1,7,6,5,9,5,1,3,3,3,3,2,3,3,3,1,3,2,3,2,3,3,3,1,2,1,3
366,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,6° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,5,3,4,1,8,3,9,1,4,25,2,2,3,3,3,3,3,2,1,1,3,1,1,3,1,3,2,2,2,1,2
367,entre 18 e 29 anos.,Homem cisgênero.,Prefiro não dizer.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Graduação completa.,De 7 a 11 salários mínimos,Ciências Sociais,8° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,4,4,2,2,4,2,7,5,3,4,2,36,2,2,3,3,3,3,3,3,2,1,2,3,1,3,2,2,2,2,1,1,2
368,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Até 1 salário mínimo e meio,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências Humanas,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,4,3,3,3,1,4,8,9,8,5,7,5,1,3,1,2,1,1,3,2,2,1,1,1,1,2,2,1,1,3,3,3,1
